house,number,floor,section,area,rooms
139/2,459,16,7,68.2,2
139/2,460,16,7,39.1,1
139/2,461,16,7,38.4,1
139/2,462,16,7,67.7,2
139/2,463,3,8,78.4,3
139/2,464,3,8,83.3,3
139/2,465,3,8,92.0,3
139/2,466,4,8,78.4,3
139/2,467,4,8,84.7,3
139/2,468,4,8,92.8,3
139/2,469,5,8,78.8,3
139/2,470,5,8,84.6,3
139/2,471,5,8,92.5,3
139/2,472,6,8,78.0,3
139/2,473,6,8,84.4,3
139/2,474,6,8,92.2,3
139/2,475,7,8,78.0,3
139/2,476,7,8,84.4,3
139/2,477,7,8,92.5,3
139/2,478,8,8,78.6,3
139/2,479,8,8,84.2,3
139/2,480,8,8,92.5,3
139/2,481,9,8,78.7,3
139/2,482,9,8,83.7,3
139/2,483,9,8,90.8,3
139/2,484,10,8,78.9,3
139/2,485,10,8,85.1,3
139/2,486,10,8,93.2,3
139/2,487,11,8,79.0,3
139/2,488,11,8,84.3,3
139/2,489,11,8,92.3,3
139/2,490,12,8,79.3,3
139/2,491,12,8,83.9,3
139/2,492,12,8,92.4,3
139/2,493,13,8,78.9,3
139/2,494,13,8,83.7,3
139/2,495,13,8,92.4,3
139/2,496,14,8,79.7,3
139/2,497,14,8,84.7,3
139/2,498,14,8,93.4,3
139/2,499,15,8,79.8,3
139/2,500,15,8,84.5,3
139/2,501,15,8,93.1,3
139/2,502,16,8,78.3,3
139/2,503,16,8,84.0,3
139/2,504,16,8,91.7,3
139/2,505,17,8,48.0,1
139/2,506,17,8,84.5,3
139/2,507,17,8,93.3,3
139/2,508,18,8,79.4,3
139/2,509,18,8,84.6,3
139/2,510,18,8,92.9,3
139/2,511,19,8,79.0,3
139/2,512,19,8,84.8,3
139/2,513,19,8,92.5,3
139/2,514,20,8,79.5,3
139/2,515,20,8,84.4,3
139/2,516,20,8,93.2,3
139/2,517,21,8,79.2,3
139/2,518,21,8,84.6,3
139/2,519,21,8,92.5,3
139/2,520,22,8,78.9,3
139/2,521,22,8,84.5,3
139/2,522,22,8,93.5,3
139/2,523,23,8,79.2,3
139/2,524,23,8,82.4,3
139/2,525,23,8,92.7,3
139/2,526,24,8,79.1,3
139/2,527,24,8,83.9,3
139/2,528,24,8,92.8,3
139/2,529,2,9,63.7,2
139/2,530,2,9,41.8,1
139/2,531,2,9,58.5,2
139/2,532,2,9,84.3,3
139/2,533,3,9,62.9,2
139/2,534,3,9,41.3,1
139/2,535,3,9,58.2,2
139/2,536,3,9,84.0,3
139/2,537,4,9,62.9,2
139/2,538,4,9,41.1,1
139/2,539,4,9,58.8,2
139/2,540,4,9,84.2,3
139/2,541,5,9,62.9,2
139/2,542,5,9,41.4,1
139/2,543,5,9,58.6,2
139/2,544,5,9,84.7,3
139/2,545,6,9,62.6,2
139/2,546,6,9,41.2,1
139/2,547,6,9,58.0,2
139/2,548,6,9,84.4,3
139/2,549,7,9,63.5,2
139/2,550,7,9,41.8,1
139/2,551,7,9,58.6,2
139/2,552,7,9,85.0,3
139/2,553,8,9,63.8,2
139/2,554,8,9,41.7,1
139/2,555,8,9,58.7,2
139/2,556,8,9,85.6,3
139/2,557,9,9,63.4,2
139/2,558,9,9,41.6,1
139/2,559,9,9,58.6,2
139/2,560,9,9,85.2,3
139/2,561,10,9,63.4,2
139/2,562,10,9,41.1,1
139/2,563,10,9,58.5,2
139/2,564,10,9,85.0,3
139/2,565,11,9,62.9,2
139/2,566,11,9,41.0,1
139/2,567,11,9,58.9,2
139/2,568,11,9,85.6,3
139/2,569,12,9,63.2,2
139/2,570,12,9,41.2,1
139/2,571,12,9,58.4,2
139/2,572,12,9,84.5,3
139/2,573,13,9,63.1,2
139/2,574,13,9,41.4,1
139/2,575,13,9,58.1,2
139/2,576,13,9,84.6,3
139/2,577,14,9,63.3,2
139/2,578,14,9,41.4,1
139/2,579,14,9,58.5,2
139/2,580,14,9,85.3,3
139/2,581,15,9,63.8,2
139/2,582,15,9,42.0,1
139/2,583,15,9,58.7,2
139/2,584,15,9,86.0,3
139/2,585,16,9,63.7,2
139/2,586,16,9,41.9,1
139/2,587,16,9,58.5,2
139/2,588,16,9,85.8,3
139/3,1,2,1,64.3,2
139/3,2,2,1,37.9,1
139/3,3,2,1,82.9,3
139/3,4,2,1,90.4,3
139/3,5,3,1,60.7,2
139/3,6,3,1,37.6,1
139/3,7,3,1,84.0,3
139/3,8,3,1,90.5,3
139/3,9,4,1,60.7,2
139/3,10,4,1,37.7,1
139/3,11,4,1,84.3,3
139/3,12,4,1,90.2,3
139/3,13,5,1,60.4,2
139/3,14,5,1,38.0,1
139/3,15,5,1,83.8,3
139/3,16,5,1,90.6,3
139/3,17,6,1,60.5,2
139/3,18,6,1,37.8,1
139/3,19,6,1,83.8,3
139/3,20,6,1,90.9,3
139/3,21,7,1,60.6,2
139/3,22,7,1,38.2,1
139/3,23,7,1,83.3,3
139/3,24,7,1,90.8,3
139/3,25,8,1,61.0,2
139/3,26,8,1,37.9,1
139/3,27,8,1,84.5,3
139/3,28,8,1,88.7,3
139/3,29,9,1,60.7,2
139/3,30,9,1,38.0,1
139/3,31,9,1,84.0,3
139/3,32,9,1,90.3,3
139/3,33,10,1,60.0,2
139/3,34,10,1,38.0,1
139/3,35,10,1,83.7,3
139/3,36,10,1,89.9,3
139/3,37,11,1,60.7,2
139/3,38,11,1,37.8,1
139/3,39,11,1,84.2,3
139/3,40,11,1,90.4,3
139/3,41,12,1,60.4,2
139/3,42,12,1,38.3,1
139/3,43,12,1,83.9,3
139/3,44,12,1,90.6,3
139/3,45,13,1,60.7,2
139/3,46,13,1,38.0,1
139/3,47,13,1,84.4,3
139/3,48,13,1,90.9,3
139/3,49,14,1,61.0,2
139/3,50,14,1,38.0,1
139/3,51,14,1,84.7,3
139/3,52,2,2,66.3,2
139/3,53,2,2,37.2,1
139/3,54,2,2,40.6,1
139/3,55,2,2,37.2,1
139/3,56,2,2,65.9,2
139/3,57,3,2,66.1,2
139/3,58,3,2,36.4,1
139/3,59,3,2,40.6,1
139/3,60,3,2,36.8,1
139/3,61,3,2,67.0,2
139/3,62,4,2,66.5,2
139/3,63,4,2,36.8,1
139/3,64,4,2,40.6,1
139/3,65,4,2,37.2,1
139/3,66,4,2,66.9,2
139/3,67,5,2,66.2,2
139/3,68,5,2,36.5,1
139/3,69,5,2,40.32222222222222,1
139/3,70,5,2,36.628571428571426,1
139/3,71,5,2,66.56,2
139/3,72,6,2,66.28888888888889,2
139/3,73,6,2,36.68,1
139/3,74,6,2,40.1,1
139/3,75,6,2,36.3,1
139/3,76,6,2,66.56,2
139/3,77,7,2,66.7,2
139/3,78,7,2,36.68,1
139/3,79,7,2,40.32222222222222,1
139/3,80,7,2,36.4,1
139/3,81,7,2,66.56,2
139/3,82,8,2,67.1,2
139/3,83,8,2,37.0,1
139/3,84,8,2,40.32222222222222,1
139/3,85,8,2,36.628571428571426,1
139/3,86,8,2,66.56,2
139/3,87,9,2,66.28888888888889,2
139/3,88,9,2,37.0,1
139/3,89,9,2,40.2,1
139/3,90,9,2,36.628571428571426,1
139/3,91,9,2,66.56,2
139/3,92,10,2,66.2,2
139/3,93,10,2,36.5,1
139/3,94,10,2,40.32222222222222,1
139/3,95,10,2,36.628571428571426,1
139/3,96,10,2,66.56,2
139/3,97,11,2,66.28888888888889,2
139/3,98,11,2,36.7,1
139/3,99,11,2,40.3,1
139/3,100,11,2,36.628571428571426,1
139/3,101,11,2,66.6,2
139/3,102,12,2,66.0,2
139/3,103,12,2,36.6,1
139/3,104,12,2,40.1,1
139/3,105,12,2,36.3,1
139/3,106,12,2,66.4,2
139/3,107,13,2,66.28888888888889,2
139/3,108,13,2,36.68,1
139/3,109,13,2,40.2,1
139/3,110,13,2,36.628571428571426,1
139/3,111,13,2,66.56,2
139/3,112,14,2,65.5,2
139/3,113,14,2,36.1,1
139/3,114,14,2,40.2,1
139/3,115,14,2,36.2,1
139/3,116,14,2,66.56,2
139/3,117,2,3,84.55,3
139/3,118,2,3,38.111111111111114,1
139/3,119,2,3,62.628571428571426,2
139/3,120,2,3,90.13333333333333,3
139/3,121,3,3,84.2,3
139/3,122,3,3,37.4,1
139/3,123,3,3,61.9,2
139/3,124,3,3,90.13333333333333,3
139/3,125,4,3,84.55,3
139/3,126,4,3,38.111111111111114,1
139/3,127,4,3,62.1,2
139/3,128,4,3,90.13333333333333,3
139/3,129,5,3,84.1,3
139/3,130,5,3,37.7,1
139/3,131,5,3,62.1,2
139/3,132,5,3,89.4,3
139/3,133,6,3,84.55,3
139/3,134,6,3,38.111111111111114,1
139/3,135,6,3,62.628571428571426,2
139/3,136,6,3,89.9,3
139/3,137,7,3,85.0,3
139/3,138,7,3,38.2,1
139/3,139,7,3,62.7,2
139/3,140,7,3,90.5,3
139/3,141,8,3,84.55,3
139/3,142,8,3,38.8,1
139/3,143,8,3,62.628571428571426,2
139/3,144,8,3,90.13333333333333,3
139/3,145,9,3,84.55,3
139/3,146,9,3,38.111111111111114,1
139/3,147,9,3,63.3,2
139/3,148,9,3,90.7,3
139/3,149,10,3,84.55,3
139/3,150,10,3,38.7,1
139/3,151,10,3,63.0,2
139/3,152,10,3,91.1,3
139/3,153,11,3,84.55,3
139/3,154,11,3,38.8,1
139/3,155,11,3,62.628571428571426,2
139/3,156,11,3,90.13333333333333,3
139/3,157,12,3,84.9,3
139/3,158,12,3,38.0,1
139/3,159,12,3,63.3,2
139/3,160,12,3,90.13333333333333,3
139/3,161,13,3,84.5,3
139/3,162,13,3,37.7,1
139/3,163,13,3,62.628571428571426,2
139/3,164,13,3,89.2,3
139/3,165,14,3,84.55,3
139/3,166,14,3,37.7,1
139/3,167,14,3,62.628571428571426,2
139/3,168,14,3,90.13333333333333,3
139/3,169,2,4,64.5,2
139/3,170,2,4,38.3,1
139/3,171,2,4,59.0,2
139/3,172,2,4,82.8,3
139/3,173,3,4,65.0,2
139/3,174,3,4,37.9,1
139/3,175,3,4,58.54545454545455,2
139/3,176,3,4,83.6,3
139/3,177,4,4,64.9,2
139/3,178,4,4,38.0,1
139/3,179,4,4,59.1,2
139/3,180,4,4,84.2,3
139/3,181,5,4,65.0,2
139/3,182,5,4,37.4,1
139/3,183,5,4,58.7,2
139/3,184,5,4,84.1,3
139/3,185,6,4,64.8,2
139/3,186,6,4,37.8,1
139/3,187,6,4,58.0,2
139/3,188,6,4,84.3,3
139/3,189,7,4,64.3,2
139/3,190,7,4,37.8,1
139/3,191,7,4,58.3,2
139/3,192,7,4,83.58888888888889,3
139/3,193,8,4,64.2,2
139/3,194,8,4,37.5,1
139/3,195,8,4,58.4,2
139/3,196,8,4,83.58888888888889,3
139/3,197,9,4,64.4,2
139/3,198,9,4,37.5,1
139/3,199,9,4,58.4,2
139/3,200,9,4,82.9,3
139/3,201,10,4,63.7,2
139/3,202,10,4,37.8,1
139/3,203,10,4,58.2,2
139/3,204,10,4,83.2,3
139/3,205,11,4,64.2,2
139/3,206,11,4,37.8,1
139/3,207,11,4,58.2,2
139/3,208,11,4,83.58888888888889,3
139/3,209,12,4,64.6,2
139/3,210,12,4,37.9,1
139/3,211,12,4,58.8,2
139/3,212,12,4,83.2,3
139/3,213,13,4,64.6,2
139/3,214,13,4,38.0,1
139/3,215,13,4,58.9,2
139/3,216,13,4,84.0,3
139/3,217,14,4,64.7,2
139/3,218,14,4,37.8,1
139/3,219,14,4,58.54545454545455,2
139/3,220,14,4,83.58888888888889,3
139/3,221,15,4,64.53076923076922,2
139/3,222,15,4,37.7,1
139/3,223,15,4,58.54545454545455,2
139/3,224,15,4,83.58888888888889,3
139/3,225,16,4,64.53076923076922,2
139/3,226,16,4,37.8,1
139/3,227,16,4,58.54545454545455,2
139/3,228,16,4,83.58888888888889,3
139/3,229,2,5,55.9,2
139/3,230,2,5,43.0,1
139/3,231,2,5,93.56,3
139/3,232,2,5,82.4,3
139/3,233,3,5,55.9,2
139/3,234,3,5,42.7,1
139/3,235,3,5,93.56,3
139/3,236,3,5,82.4,3
139/3,237,4,5,55.82857142857143,2
139/3,238,4,5,42.9,1
139/3,239,4,5,94.3,3
139/3,240,4,5,82.48888888888888,3
139/3,241,5,5,55.82857142857143,2
139/3,242,5,5,42.989999999999995,1
139/3,243,5,5,93.56,3
139/3,244,5,5,82.48888888888888,3
139/3,245,6,5,55.82857142857143,2
139/3,246,6,5,42.989999999999995,1
139/3,247,6,5,93.1,3
139/3,248,6,5,82.48888888888888,3
139/3,249,7,5,55.82857142857143,2
139/3,250,7,5,42.989999999999995,1
139/3,251,7,5,93.56,3
139/3,252,7,5,82.1,3
139/3,253,8,5,55.7,2
139/3,254,8,5,42.7,1
139/3,255,8,5,93.9,3
139/3,256,8,5,83.2,3
139/3,257,9,5,55.82857142857143,2
139/3,258,9,5,43.0,1
139/3,259,9,5,94.4,3
139/3,260,9,5,82.48888888888888,3
139/3,261,10,5,56.2,2
139/3,262,10,5,42.989999999999995,1
139/3,263,10,5,93.9,3
139/3,264,10,5,82.48888888888888,3
139/3,265,11,5,55.82857142857143,2
139/3,266,11,5,43.1,1
139/3,267,11,5,93.4,3
139/3,268,11,5,82.7,3
139/3,269,12,5,55.82857142857143,2
139/3,270,12,5,43.3,1
139/3,271,12,5,93.6,3
139/3,272,12,5,82.48888888888888,3
139/3,273,13,5,56.0,2
139/3,274,13,5,43.0,1
139/3,275,13,5,93.56,3
139/3,276,13,5,82.7,3
139/3,277,14,5,55.82857142857143,2
139/3,278,14,5,42.989999999999995,1
139/3,279,14,5,93.56,3
139/3,280,14,5,82.48888888888888,3
139/3,281,15,5,55.82857142857143,2
139/3,282,15,5,43.1,1
139/3,283,15,5,93.56,3
139/3,284,15,5,82.48888888888888,3
139/3,285,16,5,55.5,2
139/3,286,16,5,42.989999999999995,1
139/3,287,16,5,93.2,3
139/3,288,16,5,82.4,3
139/3,289,17,5,55.82857142857143,2
139/3,290,17,5,42.989999999999995,1
139/3,291,17,5,93.0,3
139/3,292,17,5,82.4,3
139/3,293,18,5,55.6,2
139/3,294,18,5,43.1,1
139/3,295,18,5,92.8,3
139/3,296,18,5,82.1,3
139/3,297,2,6,65.1,2
139/3,298,2,6,38.1,1
139/3,299,2,6,37.0,1
139/3,300,2,6,66.7,2
139/3,301,3,6,64.0,2
139/3,302,3,6,38.2,1
139/3,303,3,6,37.1,1
139/3,304,3,6,66.7,2
139/3,305,4,6,63.7,2
139/3,306,4,6,37.9,1
139/3,307,4,6,37.1,1
139/3,308,4,6,66.3,2
139/3,309,5,6,63.6,2
139/3,310,5,6,38.2,1
139/3,311,5,6,37.1,1
139/3,312,5,6,66.0,2
139/3,313,6,6,63.6,2
139/3,314,6,6,38.160000000000004,1
139/3,315,6,6,36.9,1
139/3,316,6,6,66.35000000000001,2
139/3,317,7,6,64.06363636363636,2
139/3,318,7,6,38.160000000000004,1
139/3,319,7,6,37.17272727272727,1
139/3,320,7,6,66.35000000000001,2
139/3,321,8,6,64.06363636363636,2
139/3,322,8,6,38.160000000000004,1
139/3,323,8,6,37.17272727272727,1
139/3,324,8,6,66.3,2
139/3,325,9,6,64.06363636363636,2
139/3,326,9,6,38.160000000000004,1
139/3,327,9,6,37.17272727272727,1
139/3,328,9,6,66.0,2
139/3,329,10,6,64.2,2
139/3,330,10,6,38.5,1
139/3,331,10,6,37.3,1
139/3,332,10,6,66.7,2
139/3,333,11,6,64.3,2
139/3,334,11,6,38.5,1
139/3,335,11,6,37.17272727272727,1
139/3,336,11,6,66.3,2
139/3,337,12,6,64.06363636363636,2
139/3,338,12,6,38.160000000000004,1
139/3,339,12,6,37.2,1
139/3,340,12,6,66.2,2
139/3,341,13,6,64.1,2
139/3,342,13,6,38.1,1
139/3,343,13,6,37.3,1
139/3,344,13,6,66.3,2
139/3,345,14,6,63.9,2
139/3,346,14,6,38.2,1
139/3,347,14,6,37.4,1
139/3,348,14,6,63.7,2
139/3,349,15,6,64.1,2
139/3,350,15,6,38.2,1
139/3,351,15,6,37.3,1
139/3,352,15,6,66.6,2
139/3,353,16,6,64.1,2
139/3,354,16,6,37.7,1
139/3,355,16,6,37.2,1
139/3,356,16,6,66.1,2
139/3,357,2,7,68.6,2
139/3,358,2,7,38.3,1
139/3,359,2,7,34.3,1
139/3,360,2,7,70.4,2
139/3,361,3,7,68.4,2
139/3,362,3,7,38.1,1
139/3,363,3,7,33.9,1
139/3,364,3,7,70.1,2
139/3,365,4,7,67.9,2
139/3,366,4,7,38.3,1
139/3,367,4,7,34.0,1
139/3,368,4,7,69.8,2
139/3,369,5,7,68.0,2
139/3,370,5,7,38.3,1
139/3,371,5,7,33.8,1
139/3,372,5,7,70.4,2
139/3,373,6,7,68.1,2
139/3,374,6,7,38.3,1
139/3,375,6,7,34.0,1
139/3,376,6,7,69.9,2
139/3,377,7,7,68.4,2
139/3,378,7,7,38.2,1
139/3,379,7,7,34.0,1
139/3,380,7,7,69.1,2
139/3,381,8,7,68.1,2
139/3,382,8,7,38.5,1
139/3,383,8,7,34.1,1
139/3,384,8,7,70.2,2
139/3,385,9,7,68.8,2
139/3,386,9,7,38.6,1
139/3,387,9,7,34.1,1
139/3,388,9,7,70.2,2
139/3,389,10,7,68.0,2
139/3,390,10,7,38.3,1
139/3,391,10,7,33.8,1
139/3,392,10,7,69.1,2
139/3,393,11,7,68.6,2
139/3,394,11,7,38.5,1
139/3,395,11,7,33.9,1
139/3,396,11,7,70.5,2
139/3,397,12,7,67.9,2
139/3,398,12,7,38.3,1
139/3,399,12,7,33.8,1
139/3,400,12,7,69.7,2
139/3,401,13,7,68.4,2
139/3,402,13,7,38.2,1
139/3,403,13,7,33.9,1
139/3,404,13,7,68.5,2
139/3,405,14,7,68.0,2
139/3,406,14,7,38.0,1
139/3,407,14,7,34.0,1
139/3,408,14,7,69.4,2
139/3,409,15,7,67.6,2
139/3,410,15,7,38.1,1
139/3,411,15,7,34.1,1
139/3,412,15,7,69.8,2
139/3,413,16,7,68.0,2
139/3,414,16,7,37.9,1
139/3,415,16,7,34.2,1
139/3,416,16,7,69.9,2
139/3,417,17,7,68.0,2
139/3,418,17,7,38.3,1
139/3,419,17,7,34.1,1
139/3,420,17,7,70.0,2
139/3,421,18,7,68.2,2
139/3,422,18,7,38.1,1
139/3,423,18,7,33.8,1
139/3,424,18,7,69.6,2
139А/1,1,2,1,65.3,2
139А/1,2,2,1,37.7,1
139А/1,3,2,1,37.2,1
139А/1,4,2,1,62.4,2
139А/1,5,3,1,64.5,2
139А/1,6,3,1,38.0,1
139А/1,7,3,1,37.2,1
139А/1,8,3,1,61.8,2
139А/1,9,4,1,64.8,2
139А/1,10,4,1,37.4,1
139А/1,11,4,1,37.2,1
139А/1,12,4,1,61.5,2
139А/1,13,5,1,64.5,2
139А/1,14,5,1,38.3,1
139А/1,15,5,1,37.1,1
139А/1,16,5,1,61.8,2
139А/1,17,6,1,65.0,2
139А/1,18,6,1,38.0,1
139А/1,19,6,1,37.3,1
139А/1,20,6,1,61.9,2
139А/1,21,7,1,64.5,2
139А/1,22,7,1,37.6,1
139А/1,23,7,1,37.2,1
139А/1,24,7,1,61.4,2
139А/1,25,8,1,64.3,2
139А/1,26,8,1,37.4,1
139А/1,27,8,1,36.9,1
139А/1,28,8,1,61.4,2
139А/1,29,9,1,64.4,2
139А/1,30,9,1,37.5,1
139А/1,31,9,1,37.1,1
139А/1,32,9,1,61.6,2
139А/1,33,10,1,64.0,2
139А/1,34,10,1,37.5,1
139А/1,35,10,1,37.1,1
139А/1,36,10,1,61.2,2
139А/1,37,11,1,64.1,2
139А/1,38,11,1,37.5,1
139А/1,39,11,1,37.3,1
139А/1,40,11,1,60.6,2
139А/1,41,12,1,63.9,2
139А/1,42,12,1,37.5,1
139А/1,43,12,1,37.5,1
139А/1,44,12,1,61.0,2
139А/1,45,13,1,64.4,2
139А/1,46,13,1,37.6,1
139А/1,47,13,1,37.2,1
139А/1,48,13,1,61.2,2
139А/1,49,14,1,64.0,2
139А/1,50,14,1,37.5,1
139А/1,51,14,1,37.4,1
139А/1,52,14,1,61.4,2
139А/1,53,15,1,64.0,2
139А/1,54,15,1,37.6,1
139А/1,55,15,1,37.5,1
139А/1,56,15,1,61.3,2
139А/1,57,16,1,63.9,2
139А/1,58,16,1,37.7,1
139А/1,59,16,1,37.1,1
139А/1,60,16,1,61.3,2
139А/1,61,2,2,64.1,2
139А/1,62,2,2,37.6,1
139А/1,63,2,2,37.7,1
139А/1,64,2,2,62.0,2
139А/1,65,3,2,64.1,2
139А/1,66,3,2,37.7,1
139А/1,67,3,2,37.7,1
139А/1,68,3,2,61.9,2
139А/1,69,4,2,64.4,2
139А/1,70,4,2,37.5,1
139А/1,71,4,2,37.7,1
139А/1,72,4,2,62.3,2
139А/1,73,5,2,64.5,2
139А/1,74,5,2,37.7,1
139А/1,75,5,2,37.5,1
139А/1,76,5,2,62.2,2
139А/1,77,6,2,64.0,2
139А/1,78,6,2,37.7,1
139А/1,79,6,2,37.5,1
139А/1,80,6,2,62.1,2
139А/1,81,7,2,64.0,2
139А/1,82,7,2,37.5,1
139А/1,83,7,2,37.3,1
139А/1,84,7,2,61.6,2
139А/1,85,8,2,64.6,2
139А/1,86,8,2,37.7,1
139А/1,87,8,2,37.5,1
139А/1,88,8,2,61.7,2
139А/1,89,9,2,64.7,2
139А/1,90,9,2,37.8,1
139А/1,91,9,2,37.8,1
139А/1,92,9,2,62.0,2
139А/1,93,10,2,64.6,2
139А/1,94,10,2,37.9,1
139А/1,95,10,2,38.0,1
139А/1,96,10,2,62.1,2
139А/1,97,11,2,64.8,2
139А/1,98,11,2,37.9,1
139А/1,99,11,2,38.0,1
139А/1,100,11,2,62.0,2
139А/1,101,12,2,64.3,2
139А/1,102,12,2,37.9,1
139А/1,103,12,2,38.0,1
139А/1,104,12,2,62.0,2
139А/1,105,13,2,64.3,2
139А/1,106,13,2,38.0,1
139А/1,107,13,2,38.1,1
139А/1,108,13,2,62.0,2
139А/1,109,14,2,64.3,2
139А/1,110,14,2,38.0,1
139А/1,111,14,2,38.2,1
139А/1,112,14,2,62.0,2
139А/1,113,2,3,82.3,3
139А/1,114,2,3,94.2,3
139А/1,115,2,3,43.0,1
139А/1,116,2,3,56.0,2
139А/1,117,3,3,82.9,3
139А/1,118,3,3,93.9,3
139А/1,119,3,3,43.5,1
139А/1,120,3,3,56.1,2
139А/1,121,4,3,82.9,3
139А/1,122,4,3,93.1,3
139А/1,123,4,3,43.7,1
139А/1,124,4,3,56.6,2
139А/1,125,5,3,83.1,3
139А/1,126,5,3,93.9,3
139А/1,127,5,3,43.6,1
139А/1,128,5,3,56.9,2
139А/1,129,6,3,83.3,3
139А/1,130,6,3,93.9,3
139А/1,131,6,3,43.9,1
139А/1,132,6,3,56.5,2
139А/1,133,7,3,83.0,3
139А/1,134,7,3,93.9,3
139А/1,135,7,3,43.8,1
139А/1,136,7,3,56.2,2
139А/1,137,8,3,83.0,3
139А/1,138,8,3,93.6,3
139А/1,139,8,3,43.4,1
139А/1,140,8,3,56.5,2
139А/1,141,9,3,83.4,3
139А/1,142,9,3,93.6,3
139А/1,143,9,3,43.1,1
139А/1,144,9,3,56.5,2
139А/1,145,10,3,82.9,3
